업종,시도,시군구,당월,전월,전년동월
세무사,충청북도,옥천군,0,0,0
세무사,충청북도,영동군,0,0,0
세무사,충청북도,증평군,0,0,0
세무사,충청북도,진천군,3,3,3
세무사,충청북도,괴산군,0,0,0
세무사,충청북도,음성군,15,15,13
세무사,충청남도,천안시 동남구,80,81,75
세무사,충청남도,천안시 서북구,77,78,75
세무사,충청남도,공주시,10,11,11
세무사,충청남도,보령시,12,12,12
세무사,충청남도,아산시,41,40,44
세무사,충청남도,서산시,29,29,27
세무사,충청남도,논산시,14,14,14
세무사,충청남도,계룡시,0,0,0
세무사,충청남도,당진시,17,17,18
세무사,충청남도,금산군,0,0,0
세무사,충청남도,부여군,3,3,3
세무사,충청남도,서천군,3,3,0
세무사,충청남도,청양군,0,0,0
세무사,충청남도,홍성군,10,10,10
세무사,충청남도,예산군,8,8,8
세무사,충청남도,태안군,3,3,3
세무사,전라남도,목포시,27,27,28
세무사,전라남도,여수시,31,30,31
세무사,전라남도,순천시,43,43,41
세무사,전라남도,나주시,8,8,8
세무사,전라남도,광양시,5,5,5
세무사,전라남도,담양군,0,0,0
세무사,전라남도,고흥군,0,0,0
세무사,전라남도,보성군,0,0,0
세무사,전라남도,화순군,3,3,3
세무사,전라남도,장흥군,3,3,3
세무사,전라남도,강진군,0,0,0
세무사,전라남도,해남군,4,4,5
세무사,전라남도,영암군,3,3,0
세무사,전라남도,무안군,7,7,8
세무사,전라남도,함평군,0,0,0
세무사,전라남도,영광군,3,3,0
세무사,전라남도,장성군,0,0,0
세무사,전라남도,완도군,3,3,0
세무사,전라남도,진도군,0,0,0
세무사,경상북도,포항시 남구,10,10,10
세무사,경상북도,포항시 북구,55,55,52
세무사,경상북도,경주시,27,27,27
세무사,경상북도,김천시,9,9,8
세무사,경상북도,안동시,19,19,19
세무사,경상북도,구미시,57,57,57
세무사,경상북도,영주시,16,16,16
세무사,경상북도,영천시,8,8,8
세무사,경상북도,상주시,8,8,8
세무사,경상북도,문경시,6,6,6
세무사,경상북도,경산시,22,22,21
세무사,경상북도,의성군,0,0,0
세무사,경상북도,영덕군,0,0,0
세무사,경상북도,청도군,0,0,0
세무사,경상북도,고령군,0,0,0
세무사,경상북도,성주군,0,0,0
세무사,경상북도,칠곡군,4,4,3
세무사,경상북도,예천군,3,3,3
세무사,경상북도,울진군,0,0,0
세무사,경상북도,울릉군,0,0,0
세무사,경상남도,창원시 의창구,52,52,48
세무사,경상남도,창원시 성산구,92,92,89
세무사,경상남도,창원시 마산합포구,42,42,40
세무사,경상남도,창원시 마산회원구,16,16,16
세무사,경상남도,창원시 진해구,5,5,5
세무사,경상남도,진주시,52,52,53
세무사,경상남도,통영시,18,18,17
세무사,경상남도,사천시,9,9,9
세무사,경상남도,김해시,106,106,105
세무사,경상남도,밀양시,9,9,9
세무사,경상남도,거제시,30,30,30
세무사,경상남도,양산시,38,37,36
세무사,경상남도,함안군,0,0,0
세무사,경상남도,창녕군,0,0,0
세무사,경상남도,고성군,4,4,4
세무사,경상남도,남해군,0,0,0
세무사,경상남도,하동군,0,0,0
세무사,경상남도,함양군,0,0,0
세무사,경상남도,거창군,9,9,9
세무사,경상남도,합천군,0,0,0
세무사,제주특별자치도,제주시,128,128,131
세무사,제주특별자치도,서귀포시,11,11,7
세무사,강원특별자치도,춘천시,51,52,47
세무사,강원특별자치도,원주시,61,60,58
세무사,강원특별자치도,강릉시,30,30,31
세무사,강원특별자치도,동해시,11,11,9
세무사,강원특별자치도,태백시,3,3,3
세무사,강원특별자치도,속초시,20,20,20
세무사,강원특별자치도,삼척시,7,7,7
세무사,강원특별자치도,홍천군,8,8,8
세무사,강원특별자치도,횡성군,3,3,3
세무사,강원특별자치도,영월군,6,6,6
세무사,강원특별자치도,평창군,0,0,0
세무사,강원특별자치도,정선군,0,0,0
세무사,강원특별자치도,철원군,3,3,3
세무사,강원특별자치도,화천군,0,0,0
세무사,강원특별자치도,양구군,0,0,0
세무사,강원특별자치도,인제군,0,0,0
세무사,강원특별자치도,양양군,0,0,0
세무사,전북특별자치도,전주시 완산구,104,103,102
세무사,전북특별자치도,전주시 덕진구,79,80,75
세무사,전북특별자치도,군산시,43,43,42
세무사,전북특별자치도,익산시,44,44,44
세무사,전북특별자치도,정읍시,17,17,17
세무사,전북특별자치도,남원시,11,11,11
세무사,전북특별자치도,김제시,5,5,5
세무사,전북특별자치도,완주군,4,4,4
세무사,전북특별자치도,고창군,0,0,0
세무사,전북특별자치도,부안군,3,3,3
기타일반의원,서울특별시,종로구,31,31,32
기타일반의원,서울특별시,중구,44,43,41
기타일반의원,서울특별시,용산구,18,18,18
기타일반의원,서울특별시,성동구,33,32,32
기타일반의원,서울특별시,광진구,37,36,33
기타일반의원,서울특별시,동대문구,33,33,33
기타일반의원,서울특별시,중랑구,29,29,29
기타일반의원,서울특별시,성북구,36,36,37
기타일반의원,서울특별시,강북구,21,21,20
기타일반의원,서울특별시,도봉구,21,21,22
기타일반의원,서울특별시,노원구,47,46,46
기타일반의원,서울특별시,은평구,42,41,40
기타일반의원,서울특별시,서대문구,24,24,22
기타일반의원,서울특별시,마포구,37,37,37
기타일반의원,서울특별시,양천구,53,52,47
기타일반의원,서울특별시,강서구,56,53,53
기타일반의원,서울특별시,구로구,40,40,39
기타일반의원,서울특별시,금천구,18,18,17
기타일반의원,서울특별시,영등포구,47,45,44
기타일반의원,서울특별시,동작구,36,35,32
기타일반의원,서울특별시,관악구,35,36,35
기타일반의원,서울특별시,서초구,76,78,75
기타일반의원,서울특별시,강남구,155,156,147
기타일반의원,서울특별시,송파구,84,84,83
기타일반의원,서울특별시,강동구,52,53,47
기타일반의원,부산광역시,중구,8,8,8
기타일반의원,부산광역시,서구,3,3,3
기타일반의원,부산광역시,동구,10,10,10
기타일반의원,부산광역시,영도구,9,9,8
기타일반의원,부산광역시,부산진구,33,33,33
기타일반의원,부산광역시,동래구,25,25,24
기타일반의원,부산광역시,남구,22,22,22
기타일반의원,부산광역시,북구,18,18,19
기타일반의원,부산광역시,해운대구,38,38,36
기타일반의원,부산광역시,사하구,20,20,21
기타일반의원,부산광역시,금정구,13,13,14
기타일반의원,부산광역시,강서구,3,3,3
기타일반의원,부산광역시,연제구,18,18,18
기타일반의원,부산광역시,수영구,21,21,24
기타일반의원,부산광역시,사상구,10,10,9
기타일반의원,부산광역시,기장군,14,14,14
기타일반의원,대구광역시,중구,20,20,19
기타일반의원,대구광역시,동구,27,27,27
기타일반의원,대구광역시,서구,16,16,17
기타일반의원,대구광역시,남구,14,14,14
기타일반의원,대구광역시,북구,26,26,26
기타일반의원,대구광역시,수성구,34,34,32
기타일반의원,대구광역시,달서구,34,34,33
기타일반의원,대구광역시,달성군,11,10,10
기타일반의원,대구광역시,군위군,0,0,0
기타일반의원,인천광역시,중구,6,6,5
기타일반의원,인천광역시,미추홀구,23,21,19
기타일반의원,인천광역시,연수구,24,24,24
기타일반의원,인천광역시,남동구,52,53,51
기타일반의원,인천광역시,부평구,29,29,30
기타일반의원,인천광역시,계양구,23,23,23
기타일반의원,인천광역시,서구,28,28,27
기타일반의원,인천광역시,강화군,0,0,0
기타일반의원,인천광역시,옹진군,0,0,0
기타일반의원,광주광역시,동구,15,15,13
기타일반의원,광주광역시,서구,30,30,28
기타일반의원,광주광역시,남구,18,18,18
기타일반의원,광주광역시,북구,44,44,45
기타일반의원,광주광역시,광산구,29,29,30
기타일반의원,대전광역시,동구,28,28,29
기타일반의원,대전광역시,중구,20,20,21
기타일반의원,대전광역시,서구,52,52,48
기타일반의원,대전광역시,유성구,24,24,27
기타일반의원,대전광역시,대덕구,15,15,16
기타일반의원,울산광역시,중구,12,11,11
기타일반의원,울산광역시,남구,25,25,24
기타일반의원,울산광역시,동구,8,9,9
기타일반의원,울산광역시,북구,9,9,9
기타일반의원,울산광역시,울주군,10,10,9
기타일반의원,세종특별자치시,세종시,22,22,21
기타일반의원,경기도,수원시 장안구,17,17,17
기타일반의원,경기도,수원시 권선구,18,18,17
기타일반의원,경기도,수원시 팔달구,21,21,21
기타일반의원,경기도,수원시 영통구,22,23,21
기타일반의원,경기도,성남시 수정구,27,27,26
기타일반의원,경기도,성남시 중원구,23,23,22
기타일반의원,경기도,성남시 분당구,54,54,51
기타일반의원,경기도,의정부시,18,18,19
기타일반의원,경기도,안양시 만안구,18,18,15
기타일반의원,경기도,안양시 동안구,32,32,29
기타일반의원,경기도,부천시 원미구,30,30,31
기타일반의원,경기도,부천시 소사구,13,13,13
기타일반의원,경기도,부천시 오정구,4,4,4
기타일반의원,경기도,광명시,18,18,19
기타일반의원,경기도,평택시,45,45,43
기타일반의원,경기도,동두천시,5,5,5
기타일반의원,경기도,안산시 상록구,18,18,18
기타일반의원,경기도,안산시 단원구,18,18,15
기타일반의원,경기도,고양시 덕양구,23,22,22
기타일반의원,경기도,고양시 일산동구,15,15,15
기타일반의원,경기도,고양시 일산서구,14,14,15
기타일반의원,경기도,과천시,3,3,3
기타일반의원,경기도,구리시,13,13,14
기타일반의원,경기도,남양주시,38,37,37
기타일반의원,경기도,오산시,11,12,11
기타일반의원,경기도,시흥시,21,21,22
기타일반의원,경기도,군포시,17,17,17
기타일반의원,경기도,의왕시,9,8,8
기타일반의원,경기도,하남시,25,25,21
기타일반의원,경기도,용인시 처인구,16,16,14
기타일반의원,경기도,용인시 기흥구,16,16,16
기타일반의원,경기도,용인시 수지구,18,18,19
기타일반의원,경기도,파주시,25,25,24
기타일반의원,경기도,이천시,10,9,9
기타일반의원,경기도,안성시,11,11,11
기타일반의원,경기도,김포시,24,24,26
기타일반의원,경기도,화성시,0,0,0
기타일반의원,경기도,화성시 만세구,13,0,0
기타일반의원,경기도,화성시 효행구,5,0,0
기타일반의원,경기도,화성시 병점구,8,0,0
기타일반의원,경기도,화성시 동탄구,5,0,0
기타일반의원,경기도,광주시,24,24,22
기타일반의원,경기도,양주시,9,9,9
기타일반의원,경기도,포천시,4,4,4
기타일반의원,경기도,여주시,3,3,3
기타일반의원,경기도,연천군,0,0,0
기타일반의원,경기도,양평군,12,12,11
기타일반의원,충청북도,청주시 상당구,14,14,12
기타일반의원,충청북도,청주시 서원구,21,21,21
기타일반의원,충청북도,청주시 흥덕구,18,18,17
기타일반의원,충청북도,청주시 청원구,14,14,15
기타일반의원,충청북도,충주시,13,13,13
기타일반의원,충청북도,제천시,4,4,4
기타일반의원,충청북도,보은군,0,0,0
기타일반의원,충청북도,옥천군,0,0,0
기타일반의원,충청북도,영동군,3,3,3
기타일반의원,충청북도,증평군,6,5,5
기타일반의원,충청북도,진천군,7,7,7
기타일반의원,충청북도,괴산군,0,0,0
기타일반의원,충청북도,음성군,0,0,0
기타일반의원,충청남도,천안시 동남구,10,10,10
기타일반의원,충청남도,천안시 서북구,32,32,31
기타일반의원,충청남도,공주시,0,0,0
기타일반의원,충청남도,보령시,3,3,0
기타일반의원,충청남도,아산시,15,15,17
기타일반의원,충청남도,서산시,9,9,9
기타일반의원,충청남도,논산시,10,10,10
기타일반의원,충청남도,계룡시,4,4,4
기타일반의원,충청남도,당진시,5,5,5
기타일반의원,충청남도,금산군,4,4,4
기타일반의원,충청남도,부여군,0,0,0
기타일반의원,충청남도,서천군,0,0,0
기타일반의원,충청남도,청양군,3,3,3
기타일반의원,충청남도,홍성군,7,7,7
기타일반의원,충청남도,예산군,4,4,4
기타일반의원,충청남도,태안군,4,4,4
기타일반의원,전라남도,목포시,14,14,14
기타일반의원,전라남도,여수시,13,13,13
기타일반의원,전라남도,순천시,18,18,18
기타일반의원,전라남도,나주시,8,8,8
기타일반의원,전라남도,광양시,5,5,4
기타일반의원,전라남도,담양군,0,0,0
기타일반의원,전라남도,곡성군,3,3,3
기타일반의원,전라남도,구례군,3,3,3
기타일반의원,전라남도,고흥군,3,3,3
기타일반의원,전라남도,보성군,0,0,0
기타일반의원,전라남도,화순군,5,5,5
기타일반의원,전라남도,장흥군,0,0,0
기타일반의원,전라남도,강진군,0,0,0
기타일반의원,전라남도,해남군,5,5,5
기타일반의원,전라남도,영암군,3,3,3
기타일반의원,전라남도,무안군,7,7,7
기타일반의원,전라남도,함평군,3,3,3
기타일반의원,전라남도,영광군,7,7,7
기타일반의원,전라남도,장성군,0,0,0
기타일반의원,전라남도,완도군,3,3,3
기타일반의원,전라남도,진도군,3,3,3
기타일반의원,전라남도,신안군,0,0,0
기타일반의원,경상북도,포항시 남구,6,6,6
기타일반의원,경상북도,포항시 북구,20,20,21
기타일반의원,경상북도,경주시,8,8,8
기타일반의원,경상북도,김천시,6,6,6
기타일반의원,경상북도,안동시,11,11,11
기타일반의원,경상북도,구미시,17,17,17
기타일반의원,경상북도,영주시,5,5,5
기타일반의원,경상북도,영천시,3,3,3
기타일반의원,경상북도,상주시,3,3,3
기타일반의원,경상북도,문경시,4,3,3
기타일반의원,경상북도,경산시,9,9,8
기타일반의원,경상북도,의성군,0,0,0
기타일반의원,경상북도,영양군,0,0,0
기타일반의원,경상북도,영덕군,0,0,0
기타일반의원,경상북도,청도군,0,0,0
기타일반의원,경상북도,성주군,0,0,0
기타일반의원,경상북도,칠곡군,12,12,11
기타일반의원,경상북도,예천군,0,0,0
기타일반의원,경상북도,울진군,0,0,0
기타일반의원,경상남도,창원시 의창구,8,8,9
기타일반의원,경상남도,창원시 성산구,13,13,15
기타일반의원,경상남도,창원시 마산합포구,6,6,5
기타일반의원,경상남도,창원시 마산회원구,9,9,10
기타일반의원,경상남도,창원시 진해구,8,8,8
기타일반의원,경상남도,진주시,30,30,32
기타일반의원,경상남도,통영시,4,4,4
기타일반의원,경상남도,사천시,6,6,6
기타일반의원,경상남도,김해시,21,21,17
기타일반의원,경상남도,밀양시,0,0,0
기타일반의원,경상남도,거제시,10,10,9
기타일반의원,경상남도,양산시,21,21,18
기타일반의원,경상남도,의령군,0,0,0
기타일반의원,경상남도,함안군,3,3,3
기타일반의원,경상남도,창녕군,3,3,3
기타일반의원,경상남도,고성군,6,6,6
기타일반의원,경상남도,남해군,0,0,0
기타일반의원,경상남도,하동군,4,4,3
기타일반의원,경상남도,산청군,4,4,4
기타일반의원,경상남도,함양군,5,5,5
기타일반의원,경상남도,거창군,0,0,0
기타일반의원,제주특별자치도,제주시,39,39,39
기타일반의원,제주특별자치도,서귀포시,22,22,22
기타일반의원,강원특별자치도,춘천시,22,22,25
기타일반의원,강원특별자치도,원주시,21,21,20
기타일반의원,강원특별자치도,강릉시,9,9,8
기타일반의원,강원특별자치도,동해시,5,5,5
기타일반의원,강원특별자치도,태백시,0,0,0
기타일반의원,강원특별자치도,속초시,6,6,6
기타일반의원,강원특별자치도,삼척시,0,0,0
기타일반의원,강원특별자치도,홍천군,0,0,0
기타일반의원,강원특별자치도,평창군,0,0,0
기타일반의원,강원특별자치도,정선군,0,0,0
기타일반의원,강원특별자치도,철원군,3,3,0
기타일반의원,강원특별자치도,양구군,0,0,0
기타일반의원,강원특별자치도,고성군,0,0,0
기타일반의원,전북특별자치도,전주시 완산구,50,50,49
기타일반의원,전북특별자치도,전주시 덕진구,38,38,40
기타일반의원,전북특별자치도,군산시,23,23,22
기타일반의원,전북특별자치도,익산시,20,20,19
기타일반의원,전북특별자치도,정읍시,9,9,9
기타일반의원,전북특별자치도,남원시,9,9,9
기타일반의원,전북특별자치도,김제시,11,11,12
기타일반의원,전북특별자치도,완주군,16,16,16
기타일반의원,전북특별자치도,진안군,4,4,4
기타일반의원,전북특별자치도,장수군,0,0,0
기타일반의원,전북특별자치도,임실군,6,6,6
기타일반의원,전북특별자치도,순창군,3,3,3
기타일반의원,전북특별자치도,고창군,8,8,9
기타일반의원,전북특별자치도,부안군,0,0,0
내과ㆍ소아과의원,서울특별시,종로구,46,46,48
내과ㆍ소아과의원,서울특별시,중구,58,57,57
내과ㆍ소아과의원,서울특별시,용산구,55,56,57
내과ㆍ소아과의원,서울특별시,성동구,80,80,84
내과ㆍ소아과의원,서울특별시,광진구,89,89,89
내과ㆍ소아과의원,서울특별시,동대문구,93,91,86
내과ㆍ소아과의원,서울특별시,중랑구,89,89,88
내과ㆍ소아과의원,서울특별시,성북구,97,97,97
내과ㆍ소아과의원,서울특별시,강북구,84,84,88
내과ㆍ소아과의원,서울특별시,도봉구,63,62,63
내과ㆍ소아과의원,서울특별시,노원구,115,115,117
내과ㆍ소아과의원,서울특별시,은평구,120,120,124
내과ㆍ소아과의원,서울특별시,서대문구,57,57,61
내과ㆍ소아과의원,서울특별시,마포구,104,104,102
내과ㆍ소아과의원,서울특별시,양천구,100,100,98
내과ㆍ소아과의원,서울특별시,강서구,151,151,146
내과ㆍ소아과의원,서울특별시,구로구,113,113,113
내과ㆍ소아과의원,서울특별시,금천구,57,57,55
내과ㆍ소아과의원,서울특별시,영등포구,123,123,120
내과ㆍ소아과의원,서울특별시,동작구,89,89,90
내과ㆍ소아과의원,서울특별시,관악구,110,109,111
내과ㆍ소아과의원,서울특별시,서초구,148,149,141
내과ㆍ소아과의원,서울특별시,강남구,252,253,246
내과ㆍ소아과의원,서울특별시,송파구,179,177,171
내과ㆍ소아과의원,서울특별시,강동구,139,139,132
내과ㆍ소아과의원,부산광역시,중구,18,19,21
내과ㆍ소아과의원,부산광역시,서구,28,28,27
내과ㆍ소아과의원,부산광역시,동구,29,29,30
내과ㆍ소아과의원,부산광역시,영도구,28,29,29
내과ㆍ소아과의원,부산광역시,부산진구,115,115,116
내과ㆍ소아과의원,부산광역시,동래구,72,72,71
내과ㆍ소아과의원,부산광역시,남구,69,69,69
내과ㆍ소아과의원,부산광역시,북구,64,64,65
내과ㆍ소아과의원,부산광역시,해운대구,104,105,109
내과ㆍ소아과의원,부산광역시,사하구,74,75,74
내과ㆍ소아과의원,부산광역시,금정구,55,56,56
내과ㆍ소아과의원,부산광역시,강서구,23,23,25
내과ㆍ소아과의원,부산광역시,연제구,68,68,68
내과ㆍ소아과의원,부산광역시,수영구,44,44,44
내과ㆍ소아과의원,부산광역시,사상구,42,42,43
내과ㆍ소아과의원,부산광역시,기장군,39,39,38
내과ㆍ소아과의원,대구광역시,중구,46,46,45
내과ㆍ소아과의원,대구광역시,동구,90,90,90
내과ㆍ소아과의원,대구광역시,서구,38,37,38
내과ㆍ소아과의원,대구광역시,남구,40,40,41
내과ㆍ소아과의원,대구광역시,북구,99,98,97
내과ㆍ소아과의원,대구광역시,수성구,143,143,137
내과ㆍ소아과의원,대구광역시,달서구,139,139,139
내과ㆍ소아과의원,대구광역시,달성군,51,49,49
내과ㆍ소아과의원,대구광역시,군위군,6,6,6
내과ㆍ소아과의원,인천광역시,중구,24,24,25
내과ㆍ소아과의원,인천광역시,동구,19,19,20
내과ㆍ소아과의원,인천광역시,미추홀구,98,99,97
내과ㆍ소아과의원,인천광역시,연수구,83,84,84
내과ㆍ소아과의원,인천광역시,남동구,120,121,123
내과ㆍ소아과의원,인천광역시,부평구,121,121,126
내과ㆍ소아과의원,인천광역시,계양구,66,65,67
내과ㆍ소아과의원,인천광역시,서구,119,120,113
내과ㆍ소아과의원,인천광역시,강화군,7,7,8
내과ㆍ소아과의원,광주광역시,동구,32,32,34
내과ㆍ소아과의원,광주광역시,서구,72,72,75
내과ㆍ소아과의원,광주광역시,남구,50,51,51
내과ㆍ소아과의원,광주광역시,북구,111,111,111
내과ㆍ소아과의원,광주광역시,광산구,72,72,74
내과ㆍ소아과의원,대전광역시,동구,59,59,60
내과ㆍ소아과의원,대전광역시,중구,64,64,65
내과ㆍ소아과의원,대전광역시,서구,132,132,138
내과ㆍ소아과의원,대전광역시,유성구,88,90,84
내과ㆍ소아과의원,대전광역시,대덕구,36,36,37
내과ㆍ소아과의원,울산광역시,중구,49,50,51
내과ㆍ소아과의원,울산광역시,남구,80,80,79
내과ㆍ소아과의원,울산광역시,동구,31,31,30
내과ㆍ소아과의원,울산광역시,북구,32,32,33
내과ㆍ소아과의원,울산광역시,울주군,31,31,32
내과ㆍ소아과의원,세종특별자치시,세종시,81,81,80
내과ㆍ소아과의원,경기도,수원시 장안구,58,59,59
내과ㆍ소아과의원,경기도,수원시 권선구,80,80,79
내과ㆍ소아과의원,경기도,수원시 팔달구,59,59,59
내과ㆍ소아과의원,경기도,수원시 영통구,74,73,75
내과ㆍ소아과의원,경기도,성남시 수정구,69,69,68
내과ㆍ소아과의원,경기도,성남시 중원구,58,57,57
내과ㆍ소아과의원,경기도,성남시 분당구,131,131,131
내과ㆍ소아과의원,경기도,의정부시,110,110,108
내과ㆍ소아과의원,경기도,안양시 만안구,49,49,50
내과ㆍ소아과의원,경기도,안양시 동안구,84,84,81
내과ㆍ소아과의원,경기도,부천시 원미구,96,96,98
내과ㆍ소아과의원,경기도,부천시 소사구,49,49,50
내과ㆍ소아과의원,경기도,부천시 오정구,41,42,40
내과ㆍ소아과의원,경기도,광명시,73,72,69
내과ㆍ소아과의원,경기도,평택시,114,115,118
내과ㆍ소아과의원,경기도,동두천시,12,12,12
내과ㆍ소아과의원,경기도,안산시 상록구,55,55,52
내과ㆍ소아과의원,경기도,안산시 단원구,68,68,69
내과ㆍ소아과의원,경기도,고양시 덕양구,108,108,107
내과ㆍ소아과의원,경기도,고양시 일산동구,63,63,61
내과ㆍ소아과의원,경기도,고양시 일산서구,64,64,63
내과ㆍ소아과의원,경기도,과천시,21,20,19
내과ㆍ소아과의원,경기도,구리시,49,49,49
내과ㆍ소아과의원,경기도,남양주시,155,155,153
내과ㆍ소아과의원,경기도,오산시,45,44,45
내과ㆍ소아과의원,경기도,시흥시,114,114,109
내과ㆍ소아과의원,경기도,군포시,46,46,45
내과ㆍ소아과의원,경기도,의왕시,31,31,31
내과ㆍ소아과의원,경기도,하남시,81,81,81
내과ㆍ소아과의원,경기도,용인시 처인구,47,46,46
내과ㆍ소아과의원,경기도,용인시 기흥구,94,94,92
내과ㆍ소아과의원,경기도,용인시 수지구,81,81,78
내과ㆍ소아과의원,경기도,파주시,94,93,89
내과ㆍ소아과의원,경기도,이천시,43,43,42
내과ㆍ소아과의원,경기도,안성시,35,35,36
내과ㆍ소아과의원,경기도,김포시,90,89,89
내과ㆍ소아과의원,경기도,화성시,0,0,0
내과ㆍ소아과의원,경기도,화성시 만세구,45,0,0
내과ㆍ소아과의원,경기도,화성시 효행구,26,0,0
내과ㆍ소아과의원,경기도,화성시 병점구,31,0,0
내과ㆍ소아과의원,경기도,화성시 동탄구,74,0,0
내과ㆍ소아과의원,경기도,광주시,63,63,61
내과ㆍ소아과의원,경기도,양주시,52,52,50
내과ㆍ소아과의원,경기도,포천시,28,28,28
내과ㆍ소아과의원,경기도,여주시,20,20,20
내과ㆍ소아과의원,경기도,연천군,6,6,6
내과ㆍ소아과의원,경기도,가평군,14,14,14
내과ㆍ소아과의원,경기도,양평군,17,17,18
내과ㆍ소아과의원,충청북도,청주시 상당구,44,44,45
내과ㆍ소아과의원,충청북도,청주시 서원구,45,45,45
내과ㆍ소아과의원,충청북도,청주시 흥덕구,52,52,54
내과ㆍ소아과의원,충청북도,청주시 청원구,36,36,37
내과ㆍ소아과의원,충청북도,충주시,48,49,48
내과ㆍ소아과의원,충청북도,제천시,29,29,29
내과ㆍ소아과의원,충청북도,보은군,8,8,9
내과ㆍ소아과의원,충청북도,옥천군,9,9,9
내과ㆍ소아과의원,충청북도,영동군,11,11,11
내과ㆍ소아과의원,충청북도,증평군,7,7,6
내과ㆍ소아과의원,충청북도,진천군,19,19,19
내과ㆍ소아과의원,충청북도,괴산군,4,4,4
내과ㆍ소아과의원,충청북도,음성군,20,20,20
내과ㆍ소아과의원,충청북도,단양군,0,0,0
내과ㆍ소아과의원,충청남도,천안시 동남구,51,51,51
내과ㆍ소아과의원,충청남도,천안시 서북구,76,75,74
내과ㆍ소아과의원,충청남도,공주시,24,24,25
내과ㆍ소아과의원,충청남도,보령시,21,21,20
내과ㆍ소아과의원,충청남도,아산시,75,75,73
내과ㆍ소아과의원,충청남도,서산시,28,29,29
내과ㆍ소아과의원,충청남도,논산시,23,23,23
내과ㆍ소아과의원,충청남도,계룡시,9,9,9
내과ㆍ소아과의원,충청남도,당진시,38,38,37
내과ㆍ소아과의원,충청남도,금산군,20,20,20
내과ㆍ소아과의원,충청남도,부여군,14,14,15
내과ㆍ소아과의원,충청남도,서천군,13,13,13
내과ㆍ소아과의원,충청남도,청양군,5,5,5
내과ㆍ소아과의원,충청남도,홍성군,17,17,18
내과ㆍ소아과의원,충청남도,예산군,20,20,19
내과ㆍ소아과의원,충청남도,태안군,12,12,13
내과ㆍ소아과의원,전라남도,목포시,45,45,45
내과ㆍ소아과의원,전라남도,여수시,65,65,69
내과ㆍ소아과의원,전라남도,순천시,45,45,46
내과ㆍ소아과의원,전라남도,나주시,27,27,27
내과ㆍ소아과의원,전라남도,광양시,25,25,27
내과ㆍ소아과의원,전라남도,담양군,14,15,15
내과ㆍ소아과의원,전라남도,곡성군,7,7,7
내과ㆍ소아과의원,전라남도,구례군,4,5,5
내과ㆍ소아과의원,전라남도,고흥군,15,15,15
내과ㆍ소아과의원,전라남도,보성군,13,13,12
내과ㆍ소아과의원,전라남도,화순군,13,13,13
내과ㆍ소아과의원,전라남도,장흥군,11,11,12
내과ㆍ소아과의원,전라남도,강진군,12,12,12
내과ㆍ소아과의원,전라남도,해남군,23,23,23
내과ㆍ소아과의원,전라남도,영암군,15,15,15
내과ㆍ소아과의원,전라남도,무안군,24,24,24
내과ㆍ소아과의원,전라남도,함평군,5,5,5
내과ㆍ소아과의원,전라남도,영광군,13,13,13
내과ㆍ소아과의원,전라남도,장성군,8,8,8
내과ㆍ소아과의원,전라남도,완도군,14,14,15
내과ㆍ소아과의원,전라남도,진도군,7,8,8
내과ㆍ소아과의원,전라남도,신안군,9,9,9
내과ㆍ소아과의원,경상북도,포항시 남구,55,55,55
내과ㆍ소아과의원,경상북도,포항시 북구,62,62,62
내과ㆍ소아과의원,경상북도,경주시,61,61,61
내과ㆍ소아과의원,경상북도,김천시,23,23,23
내과ㆍ소아과의원,경상북도,안동시,28,28,27
내과ㆍ소아과의원,경상북도,구미시,82,82,81
내과ㆍ소아과의원,경상북도,영주시,20,20,21
내과ㆍ소아과의원,경상북도,영천시,21,21,20
내과ㆍ소아과의원,경상북도,상주시,18,18,17
내과ㆍ소아과의원,경상북도,문경시,18,18,17
내과ㆍ소아과의원,경상북도,경산시,62,62,63
내과ㆍ소아과의원,경상북도,의성군,7,7,7
내과ㆍ소아과의원,경상북도,청송군,4,5,4
내과ㆍ소아과의원,경상북도,영덕군,11,11,12
내과ㆍ소아과의원,경상북도,청도군,13,13,13
내과ㆍ소아과의원,경상북도,고령군,6,6,6
내과ㆍ소아과의원,경상북도,성주군,7,7,7
내과ㆍ소아과의원,경상북도,칠곡군,22,22,21
내과ㆍ소아과의원,경상북도,예천군,13,13,13
내과ㆍ소아과의원,경상북도,봉화군,7,7,7
내과ㆍ소아과의원,경상북도,울진군,8,8,8
내과ㆍ소아과의원,경상남도,창원시 의창구,50,50,48
내과ㆍ소아과의원,경상남도,창원시 성산구,50,49,48
내과ㆍ소아과의원,경상남도,창원시 마산합포구,34,34,33
내과ㆍ소아과의원,경상남도,창원시 마산회원구,44,44,44
내과ㆍ소아과의원,경상남도,창원시 진해구,39,39,39
내과ㆍ소아과의원,경상남도,진주시,81,83,84
내과ㆍ소아과의원,경상남도,통영시,33,33,32
내과ㆍ소아과의원,경상남도,사천시,24,23,22
내과ㆍ소아과의원,경상남도,김해시,100,100,97
내과ㆍ소아과의원,경상남도,밀양시,20,20,19
내과ㆍ소아과의원,경상남도,거제시,44,44,45
내과ㆍ소아과의원,경상남도,양산시,82,82,82
내과ㆍ소아과의원,경상남도,의령군,5,5,4
내과ㆍ소아과의원,경상남도,함안군,14,13,13
내과ㆍ소아과의원,경상남도,창녕군,12,12,12
